,현장명,일시,신호횟수,운영시간,녹색시간,통과보행자,보행시간,보행자분류_일반,보행자분류_적색횡단,보행자분류_무단횡단,연장_횟수,연장_시간,연장_보행자,교통약자_목발,교통약자_휠체어,교통약자_유모차,교통약자_합계,잔여,보도길이,보행속도,시간,월,요일(0~6)
2153,금촌119안전센터(3),2022-06-07 01:00:00,30,3601,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,1,6,1
2154,금촌119안전센터(3),2022-06-07 02:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,2,6,1
2155,금촌119안전센터(3),2022-06-07 03:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,1
2156,금촌119안전센터(3),2022-06-07 04:00:00,30,3601,1049,3,19.0,3,0,0,0,0,0,0,0,0,0,0,16,0.8421052631578947,4,6,1
2157,금촌119안전센터(3),2022-06-07 05:00:00,30,3600,1057,6,12.33333333,4,1,0,1,3,1,1,1,0,2,0,16,1.297297297647918,5,6,1
2158,금촌119안전센터(3),2022-06-07 06:00:00,30,3600,1053,19,21.0,18,1,0,0,0,0,0,0,0,0,0,16,0.7619047619047619,6,6,1
2159,금촌119안전센터(3),2022-06-07 07:00:00,30,3600,1057,23,16.2,23,0,0,1,1,0,0,1,1,2,2,16,0.9876543209876544,7,6,1
2160,금촌119안전센터(3),2022-06-07 08:00:00,30,3600,1101,119,16.5,102,1,0,10,37,11,11,9,1,21,0,16,0.9696969696969697,8,6,1
2161,금촌119안전센터(3),2022-06-07 09:00:00,30,3603,1094,47,17.22727273,35,1,0,4,21,7,5,4,0,9,0,16,0.9287598943120697,9,6,1
2162,금촌119안전센터(3),2022-06-07 10:00:00,30,3598,1068,26,18.57142857,24,0,0,2,6,2,0,2,0,2,0,16,0.8615384616047338,10,6,1
2163,금촌119안전센터(3),2022-06-07 11:00:00,30,3601,1081,30,18.13636364,29,0,0,2,11,1,2,1,0,3,0,16,0.8822055136075779,11,6,1
2164,금촌119안전센터(3),2022-06-07 12:00:00,30,3610,1116,48,16.83333333,44,2,0,3,12,1,0,1,0,1,4,16,0.9504950496931674,12,6,1
2165,금촌119안전센터(3),2022-06-07 13:00:00,30,3590,1066,36,17.55,35,0,0,1,3,1,0,1,0,1,0,16,0.9116809116809117,13,6,1
2166,금촌119안전센터(3),2022-06-07 14:00:00,30,3600,1062,39,18.7,36,1,0,1,6,1,2,2,0,4,1,16,0.8556149732620321,14,6,1
2167,금촌119안전센터(3),2022-06-07 15:00:00,30,3600,1080,38,17.25,36,0,0,2,12,2,2,1,0,3,0,16,0.927536231884058,15,6,1
2168,금촌119안전센터(3),2022-06-07 16:00:00,30,3600,1070,56,17.75,52,1,0,2,4,2,0,6,1,7,0,16,0.9014084507042254,16,6,1
2169,금촌119안전센터(3),2022-06-07 17:00:00,30,3600,1061,66,17.375,64,1,0,2,12,1,1,2,1,4,3,16,0.920863309352518,17,6,1
2170,금촌119안전센터(3),2022-06-07 18:00:00,30,3600,1063,47,18.9,45,1,0,3,5,1,3,4,0,7,1,16,0.8465608465608466,18,6,1
2171,금촌119안전센터(3),2022-06-07 19:00:00,30,3601,1057,45,18.3,39,3,0,2,3,2,1,2,2,5,1,16,0.8743169398907104,19,6,1
2172,금촌119안전센터(3),2022-06-07 20:00:00,30,3600,1062,36,20.77777778,33,0,0,1,3,2,1,1,1,3,0,16,0.7700534758534702,20,6,1
2173,금촌119안전센터(3),2022-06-07 21:00:00,30,3600,1051,29,18.85,26,3,0,0,0,0,1,2,0,3,0,16,0.8488063660477453,21,6,1
2174,금촌119안전센터(3),2022-06-07 22:00:00,30,3600,1064,32,17.85,25,1,0,2,12,4,0,3,1,4,0,16,0.8963585434173669,22,6,1
2175,금촌119안전센터(3),2022-06-07 23:00:00,30,3600,1055,8,17.66666667,5,1,0,2,6,2,1,0,0,1,0,16,0.9056603771876112,23,6,1
2176,금촌119안전센터(3),2022-06-08 00:00:00,30,3602,1050,9,19.66666667,5,4,0,0,0,0,1,0,0,1,0,16,0.8135593218960069,0,6,2
2177,금촌119안전센터(3),2022-06-08 01:00:00,30,3600,1050,1,20.0,1,0,0,0,0,0,0,0,0,0,0,16,0.8,1,6,2
2178,금촌119안전센터(3),2022-06-08 02:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,2,6,2
2179,금촌119안전센터(3),2022-06-08 03:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,2
2180,금촌119안전센터(3),2022-06-08 04:00:00,30,3600,1050,3,22.0,2,1,0,0,0,0,1,0,0,1,0,16,0.7272727272727273,4,6,2
2181,금촌119안전센터(3),2022-06-08 05:00:00,30,3600,1051,2,22.0,1,1,0,0,0,0,0,0,0,0,0,16,0.7272727272727273,5,6,2
2182,금촌119안전센터(3),2022-06-08 06:00:00,30,3601,1052,10,18.5,9,0,0,1,3,1,0,0,0,0,0,16,0.8648648648648649,6,6,2
2183,금촌119안전센터(3),2022-06-08 07:00:00,30,3600,1057,20,17.28571429,19,0,0,1,4,1,0,2,0,2,0,16,0.9256198344812512,7,6,2
2184,금촌119안전센터(3),2022-06-08 08:00:00,30,3600,1080,110,15.625,106,1,0,4,11,2,4,12,1,17,0,16,1.024,8,6,2
2185,금촌119안전센터(3),2022-06-08 09:00:00,30,3600,1052,27,16.3,27,0,0,0,0,0,3,1,1,5,0,16,0.9815950920245399,9,6,2
2186,금촌119안전센터(3),2022-06-08 10:00:00,30,3601,1069,33,17.625,28,1,0,2,17,2,1,3,0,4,1,16,0.9078014184397163,10,6,2
2187,금촌119안전센터(3),2022-06-08 11:00:00,30,3600,1073,41,16.95454545,39,0,0,4,16,1,4,0,2,6,0,16,0.9436997321564878,11,6,2
2188,금촌119안전센터(3),2022-06-08 12:00:00,30,3610,1099,64,16.95454545,61,1,0,3,7,2,3,3,0,6,0,16,0.9436997321564878,12,6,2
2189,금촌119안전센터(3),2022-06-08 13:00:00,30,3590,1050,37,18.54545455,37,0,0,0,0,0,2,1,0,3,0,16,0.8627450978277587,13,6,2
2190,금촌119안전센터(3),2022-06-08 14:00:00,30,3600,1063,35,17.8,32,1,0,2,7,1,0,3,1,4,0,16,0.898876404494382,14,6,2
2191,금촌119안전센터(3),2022-06-08 15:00:00,30,3600,1072,79,18.40909091,75,1,0,1,5,2,2,3,1,6,0,16,0.8691358024262156,15,6,2
2192,금촌119안전센터(3),2022-06-08 16:00:00,30,3600,1074,57,19.27272727,53,0,0,1,4,2,3,3,2,8,0,16,0.8301886793627625,16,6,2
2193,금촌119안전센터(3),2022-06-08 17:00:00,30,3600,1069,54,17.0,49,2,0,3,14,2,1,6,0,7,0,16,0.9411764705882353,17,6,2
2194,금촌119안전센터(3),2022-06-08 18:00:00,30,3600,1067,50,16.625,47,0,0,3,11,2,0,4,0,4,0,16,0.9624060150375939,18,6,2
2195,금촌119안전센터(3),2022-06-08 19:00:00,30,3600,1051,41,16.9,40,1,0,0,0,0,2,1,0,3,1,16,0.9467455621301776,19,6,2
2196,금촌119안전센터(3),2022-06-08 20:00:00,30,3600,1072,43,19.45,38,1,0,2,8,2,1,1,0,2,0,16,0.8226221079691517,20,6,2
2197,금촌119안전센터(3),2022-06-08 21:00:00,30,3600,1056,15,18.66666667,13,0,0,1,4,1,0,1,0,1,0,16,0.8571428569897959,21,6,2
2198,금촌119안전센터(3),2022-06-08 22:00:00,30,3600,1059,20,15.55555556,17,1,0,1,6,1,2,2,0,4,0,16,1.028571428277551,22,6,2
2199,금촌119안전센터(3),2022-06-08 23:00:00,30,3600,1051,7,21.6,6,1,0,0,0,0,0,1,0,1,0,16,0.7407407407407407,23,6,2
2200,금촌119안전센터(3),2022-06-09 00:00:00,30,3601,1049,6,22.0,4,2,0,0,0,0,0,0,0,0,1,16,0.7272727272727273,0,6,3
2201,금촌119안전센터(3),2022-06-09 01:00:00,30,3600,1044,2,0.0,2,0,0,0,0,0,0,0,0,0,0,16,0.0,1,6,3
2202,금촌119안전센터(3),2022-06-09 02:00:00,30,3600,1051,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,2,6,3
2203,금촌119안전센터(3),2022-06-09 03:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,3
2204,금촌119안전센터(3),2022-06-09 04:00:00,30,3600,1051,1,18.0,1,0,0,0,0,0,0,0,0,0,0,16,0.8888888888888888,4,6,3
2205,금촌119안전센터(3),2022-06-09 05:00:00,30,3601,1051,2,16.5,1,1,0,0,0,0,0,0,0,0,0,16,0.9696969696969697,5,6,3
2206,금촌119안전센터(3),2022-06-09 06:00:00,30,3600,1053,12,16.8125,11,1,0,1,2,0,0,1,0,1,0,16,0.9516728624535316,6,6,3
2207,금촌119안전센터(3),2022-06-09 07:00:00,30,3606,1060,21,16.75,20,0,0,1,2,1,0,1,0,1,0,16,0.9552238805970149,7,6,3
2208,금촌119안전센터(3),2022-06-09 08:00:00,30,3600,1081,40,15.66666667,35,0,0,3,15,4,1,0,0,1,1,16,1.021276595527388,8,6,3
2209,금촌119안전센터(3),2022-06-09 09:00:00,30,3600,1067,22,18.9,22,0,0,1,1,0,0,0,0,0,2,16,0.8465608465608466,9,6,3
2210,금촌119안전센터(3),2022-06-09 10:00:00,30,3600,1057,25,16.3125,24,0,0,1,6,1,0,1,0,1,0,16,0.9808429118773946,10,6,3
2211,금촌119안전센터(3),2022-06-09 11:00:00,30,3610,1085,47,16.95454545,42,0,0,4,18,5,2,0,0,2,2,16,0.9436997321564878,11,6,3
2212,금촌119안전센터(3),2022-06-09 12:00:00,30,3592,1084,48,17.33333333,46,2,0,1,1,0,0,1,0,1,0,16,0.9230769232544379,12,6,3
2213,금촌119안전센터(3),2022-06-09 13:00:00,30,3598,1047,39,19.45,39,0,0,0,0,0,1,0,0,1,0,16,0.8226221079691517,13,6,3
2214,금촌119안전센터(3),2022-06-09 14:00:00,30,3600,1060,34,17.68181818,33,1,0,1,1,0,0,2,0,2,0,16,0.904884318859114,14,6,3
2215,금촌119안전센터(3),2022-06-09 15:00:00,30,3600,1063,47,15.91666667,41,1,0,2,9,5,1,2,0,3,1,16,1.00523560188372,15,6,3
2216,금촌119안전센터(3),2022-06-09 16:00:00,30,3600,1055,55,16.91666667,54,0,0,1,4,1,1,2,1,4,2,16,0.9458128076954062,16,6,3
2217,금촌119안전센터(3),2022-06-09 17:00:00,30,3600,1056,63,16.77272727,61,0,0,2,4,2,1,4,0,5,0,16,0.9539295394505034,17,6,3
2218,금촌119안전센터(3),2022-06-09 18:00:00,30,3600,1051,53,17.66666667,53,0,0,1,1,0,2,5,0,7,0,16,0.9056603771876112,18,6,3
2219,금촌119안전센터(3),2022-06-09 19:00:00,30,3601,1050,35,17.66666667,34,1,0,0,0,0,0,1,0,1,0,16,0.9056603771876112,19,6,3
2220,금촌119안전센터(3),2022-06-09 20:00:00,30,3599,1056,33,19.04545455,33,0,0,0,0,0,1,1,0,2,0,16,0.8400954651932947,20,6,3
2221,금촌119안전센터(3),2022-06-09 21:00:00,30,3600,1057,23,20.35714286,22,0,0,1,3,1,2,0,1,3,0,16,0.7859649121703909,21,6,3
2222,금촌119안전센터(3),2022-06-09 22:00:00,30,3600,1063,17,16.71428571,16,0,0,1,4,1,0,1,1,2,0,16,0.9572649575104099,22,6,3
2223,금촌119안전센터(3),2022-06-09 23:00:00,30,3600,1054,9,16.8,6,1,0,1,3,1,0,0,0,0,0,16,0.9523809523809523,23,6,3
2224,금촌119안전센터(3),2022-06-10 00:00:00,30,3601,1048,5,17.66666667,3,2,0,0,0,0,0,0,0,0,0,16,0.9056603771876112,0,6,4
2225,금촌119안전센터(3),2022-06-10 01:00:00,30,3602,1050,3,22.33333333,3,0,0,0,0,0,0,0,0,0,0,16,0.7164179105546893,1,6,4
2226,금촌119안전센터(3),2022-06-10 02:00:00,30,3601,1049,1,12.0,0,1,0,0,0,0,0,0,0,0,0,16,1.333333333333333,2,6,4
2227,금촌119안전센터(3),2022-06-10 03:00:00,30,3601,1051,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,4
2228,금촌119안전센터(3),2022-06-10 04:00:00,30,3599,1050,2,17.0,2,0,0,0,0,0,0,0,0,0,0,16,0.9411764705882353,4,6,4
2229,금촌119안전센터(3),2022-06-10 05:00:00,30,3600,1050,3,14.0,3,0,0,0,0,0,0,0,0,0,0,16,1.142857142857143,5,6,4
2230,금촌119안전센터(3),2022-06-10 06:00:00,30,3599,1049,14,19.58333333,13,1,0,0,0,0,0,1,0,1,0,16,0.8170212767348122,6,6,4
2231,금촌119안전센터(3),2022-06-10 07:00:00,30,3602,1052,19,19.71428571,17,1,0,2,3,1,0,1,0,1,1,16,0.8115942030749843,7,6,4
2232,금촌119안전센터(3),2022-06-10 08:00:00,30,3600,1074,91,16.70833333,86,0,0,5,19,3,3,6,1,10,0,16,0.9576059852284502,8,6,4
2233,금촌119안전센터(3),2022-06-10 09:00:00,30,3600,1057,25,15.66666667,24,1,0,1,1,0,1,0,0,1,0,16,1.021276595527388,9,6,4
2234,금촌119안전센터(3),2022-06-10 10:00:00,30,3600,1057,30,17.0,30,0,0,0,0,0,0,0,1,1,0,16,0.9411764705882353,10,6,4
2235,금촌119안전센터(3),2022-06-10 11:00:00,30,3601,1070,32,17.05,28,0,0,2,10,3,0,2,0,2,0,16,0.93841642228739,11,6,4
2236,금촌119안전센터(3),2022-06-10 12:00:00,30,3600,1057,29,16.35,29,0,0,1,1,0,1,2,0,3,0,16,0.9785932721712537,12,6,4
2237,금촌119안전센터(3),2022-06-10 13:00:00,30,3600,1062,13,13.5,10,2,0,1,4,1,0,0,0,0,0,16,1.185185185185185,13,6,4
2238,금촌119안전센터(3),2022-06-10 14:00:00,30,3600,1061,25,21.31818182,25,0,0,0,0,0,0,1,0,1,0,16,0.7505330489765004,14,6,4
2239,금촌119안전센터(3),2022-06-10 15:00:00,30,3600,1057,20,18.33333333,20,0,0,0,0,0,0,2,0,2,0,16,0.8727272728859505,15,6,4
2240,금촌119안전센터(3),2022-06-10 16:00:00,30,3605,1080,62,16.09090909,51,0,0,4,16,6,6,4,0,10,0,16,0.9943502825420537,16,6,4
2241,금촌119안전센터(3),2022-06-10 17:00:00,30,3595,1052,35,17.45,35,0,0,0,0,0,0,1,1,2,0,16,0.9169054441260746,17,6,4
2242,금촌119안전센터(3),2022-06-10 18:00:00,30,3600,1056,33,17.13636364,33,0,0,1,2,0,2,1,0,3,1,16,0.9336870024543901,18,6,4
2243,금촌119안전센터(3),2022-06-10 19:00:00,30,3601,1049,36,16.68181818,36,0,0,0,0,0,0,2,0,2,0,16,0.9591280654996325,19,6,4
2244,금촌119안전센터(3),2022-06-10 20:00:00,30,3601,1060,31,18.27777778,31,0,0,0,0,0,1,0,0,1,0,16,0.8753799391032973,20,6,4
2245,금촌119안전센터(3),2022-06-10 21:00:00,30,3600,1060,24,20.8125,21,2,0,1,3,1,3,0,0,3,0,16,0.7687687687687688,21,6,4
2246,금촌119안전센터(3),2022-06-10 22:00:00,30,3600,1062,16,17.3125,14,2,0,0,0,0,3,0,0,3,0,16,0.924187725631769,22,6,4
2247,금촌119안전센터(3),2022-06-10 23:00:00,30,3599,1060,9,19.71428571,6,3,0,0,0,0,0,0,0,0,0,16,0.8115942030749843,23,6,4
2248,금촌119안전센터(3),2022-06-11 00:00:00,30,3601,1050,8,18.0,6,2,0,0,0,0,0,0,0,0,0,16,0.8888888888888888,0,6,5
2249,금촌119안전센터(3),2022-06-11 01:00:00,30,3601,1047,1,17.0,0,1,0,0,0,0,0,0,0,0,0,16,0.9411764705882353,1,6,5
2250,금촌119안전센터(3),2022-06-11 02:00:00,30,3600,1045,4,24.0,4,0,0,0,0,0,0,0,0,0,0,16,0.6666666666666666,2,6,5
2251,금촌119안전센터(3),2022-06-11 03:00:00,30,3600,1049,1,25.0,1,0,0,0,0,0,0,0,0,0,0,16,0.64,3,6,5
2252,금촌119안전센터(3),2022-06-11 04:00:00,30,3600,1050,1,0.0,1,0,0,0,0,0,1,0,0,1,0,16,0.0,4,6,5
2253,금촌119안전센터(3),2022-06-11 05:00:00,30,3600,1053,1,14.0,1,0,0,0,0,0,0,0,0,0,1,16,1.142857142857143,5,6,5
2254,금촌119안전센터(3),2022-06-11 06:00:00,30,3600,1050,10,17.41666667,7,3,0,0,0,0,0,1,0,1,0,16,0.9186602869055195,6,6,5
2255,금촌119안전센터(3),2022-06-11 07:00:00,30,3600,1065,19,16.22222222,14,1,0,1,9,2,1,0,0,1,1,16,0.9863013699981236,7,6,5
2256,금촌119안전센터(3),2022-06-11 08:00:00,30,3601,1045,23,17.3125,23,0,0,0,0,0,0,0,0,0,0,16,0.924187725631769,8,6,5
2257,금촌119안전센터(3),2022-06-11 09:00:00,30,3600,1052,22,15.77777778,22,0,0,0,0,0,2,1,0,3,0,16,1.014084506899425,9,6,5
2258,금촌119안전센터(3),2022-06-11 10:00:00,30,3600,1051,20,16.78571429,20,0,0,0,0,0,1,2,0,3,0,16,0.953191489118334,10,6,5
2259,금촌119안전센터(3),2022-06-11 11:00:00,30,3601,1067,24,16.0,19,2,0,2,7,2,1,2,1,4,0,16,1.0,11,6,5
2260,금촌119안전센터(3),2022-06-11 12:00:00,30,3600,1059,31,18.375,28,1,0,2,7,2,0,2,0,2,0,16,0.8707482993197279,12,6,5
2261,금촌119안전센터(3),2022-06-11 13:00:00,30,3600,1052,20,17.78571429,19,1,0,0,0,0,0,3,0,3,0,16,0.8995983933575264,13,6,5
2262,금촌119안전센터(3),2022-06-11 14:00:00,30,3601,1060,25,18.6,22,1,0,2,9,2,1,0,0,1,0,16,0.8602150537634408,14,6,5
2263,금촌119안전센터(3),2022-06-11 15:00:00,30,3601,1059,31,18.22727273,29,0,0,2,6,1,1,2,1,4,0,16,0.8778054861529468,15,6,5
2264,금촌119안전센터(3),2022-06-11 16:00:00,30,3600,1051,24,16.09090909,24,0,0,0,0,0,1,4,0,5,0,16,0.9943502825420537,16,6,5
2265,금촌119안전센터(3),2022-06-11 17:00:00,30,3601,1062,55,17.0,51,1,0,2,7,2,2,7,1,10,1,16,0.9411764705882353,17,6,5
2266,금촌119안전센터(3),2022-06-11 18:00:00,30,3599,1050,44,16.0,44,0,0,0,0,0,2,3,1,6,0,16,1.0,18,6,5
2267,금촌119안전센터(3),2022-06-11 19:00:00,30,3601,1059,26,17.15,24,0,0,2,8,2,1,0,1,2,0,16,0.9329446064139942,19,6,5
2268,금촌119안전센터(3),2022-06-11 20:00:00,30,3599,1047,34,16.85714286,33,1,0,1,1,0,1,3,0,4,0,16,0.9491525422120081,20,6,5
2269,금촌119안전센터(3),2022-06-11 21:00:00,30,3605,1058,15,16.4,15,0,0,2,5,0,0,3,0,3,1,16,0.9756097560975611,21,6,5
2270,금촌119안전센터(3),2022-06-11 22:00:00,30,3594,1054,19,18.42857143,17,2,0,0,0,0,1,1,0,2,0,16,0.8682170541962622,22,6,5
2271,금촌119안전센터(3),2022-06-11 23:00:00,30,3600,1059,11,15.0,7,1,0,1,7,2,0,0,0,0,0,16,1.066666666666667,23,6,5
2272,금촌119안전센터(3),2022-06-12 00:00:00,30,3601,1050,11,18.5,7,4,0,0,0,0,0,0,0,0,0,16,0.8648648648648649,0,6,6
2273,금촌119안전센터(3),2022-06-12 01:00:00,30,3600,1050,4,20.75,3,1,0,0,0,0,0,1,0,1,0,16,0.7710843373493976,1,6,6
2274,금촌119안전센터(3),2022-06-12 02:00:00,30,3600,1048,2,24.0,2,0,0,0,0,0,0,0,0,0,0,16,0.6666666666666666,2,6,6
2275,금촌119안전센터(3),2022-06-12 03:00:00,30,3601,1044,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,6
2276,금촌119안전센터(3),2022-06-12 04:00:00,30,3600,1049,1,0.0,1,0,0,0,0,0,0,0,0,0,0,16,0.0,4,6,6
2277,금촌119안전센터(3),2022-06-12 05:00:00,30,3600,1050,5,13.25,4,1,0,0,0,0,0,0,0,0,0,16,1.207547169811321,5,6,6
2278,금촌119안전센터(3),2022-06-12 06:00:00,30,3600,1057,7,19.0,6,1,0,2,5,0,0,0,0,0,0,16,0.8421052631578947,6,6,6
2279,금촌119안전센터(3),2022-06-12 07:00:00,30,3600,1063,23,16.875,18,1,0,2,10,3,2,2,0,4,0,16,0.9481481481481482,7,6,6
2280,금촌119안전센터(3),2022-06-12 08:00:00,30,3605,1052,21,15.85714286,21,0,0,1,1,0,4,1,0,5,0,16,1.009009008827206,8,6,6
2281,금촌119안전센터(3),2022-06-12 09:00:00,30,3600,1058,18,16.875,14,2,0,1,7,1,2,4,0,6,1,16,0.9481481481481482,9,6,6
2282,금촌119안전센터(3),2022-06-12 10:00:00,30,3601,1050,15,19.33333333,14,1,0,0,0,0,1,1,0,2,0,16,0.827586207039239,10,6,6
2283,금촌119안전센터(3),2022-06-12 11:00:00,30,3599,1071,24,18.55,21,0,0,4,9,2,2,2,0,4,0,16,0.8625336927223719,11,6,6
2284,금촌119안전센터(3),2022-06-12 12:00:00,30,3602,1065,26,14.83333333,21,0,0,5,12,4,0,1,0,1,0,16,1.078651685635652,12,6,6
2285,금촌119안전센터(3),2022-06-12 13:00:00,30,3600,1052,20,18.4375,17,3,0,0,0,0,1,0,0,1,1,16,0.8677966101694915,13,6,6
2286,금촌119안전센터(3),2022-06-12 14:00:00,30,3600,1058,38,16.85,36,2,0,2,2,0,1,3,0,4,0,16,0.9495548961424332,14,6,6
2287,금촌119안전센터(3),2022-06-12 15:00:00,30,3600,1057,30,16.09090909,30,0,0,0,0,0,1,2,2,5,1,16,0.9943502825420537,15,6,6
2288,금촌119안전센터(3),2022-06-12 16:00:00,30,3600,1054,27,18.05555556,27,0,0,0,0,0,0,1,0,1,0,16,0.886153845935716,16,6,6
2289,금촌119안전센터(3),2022-06-12 17:00:00,30,3599,1059,33,15.5,29,4,0,1,1,0,0,7,0,7,0,16,1.032258064516129,17,6,6
2290,금촌119안전센터(3),2022-06-12 18:00:00,30,3601,1047,48,17.95454545,43,2,0,1,4,2,1,5,0,6,0,16,0.891139240731934,18,6,6
2291,금촌119안전센터(3),2022-06-12 19:00:00,30,3601,1072,37,16.63636364,33,3,0,2,9,1,1,1,0,2,0,16,0.9617486336695632,19,6,6
2292,금촌119안전센터(3),2022-06-12 20:00:00,30,3600,1052,25,17.125,25,0,0,0,0,0,1,0,0,1,0,16,0.9343065693430657,20,6,6
2293,금촌119안전센터(3),2022-06-12 21:00:00,30,3599,1065,14,13.375,11,0,0,2,12,2,2,0,0,2,1,16,1.196261682242991,21,6,6
2294,금촌119안전센터(3),2022-06-12 22:00:00,30,3601,1050,10,21.66666667,9,1,0,0,0,0,1,0,1,2,0,16,0.7384615383479289,22,6,6
2295,금촌119안전센터(3),2022-06-12 23:00:00,30,3600,1051,6,21.5,4,2,0,0,0,0,2,0,0,2,0,16,0.7441860465116279,23,6,6
2296,금촌119안전센터(3),2022-06-13 00:00:00,30,3600,1044,3,19.5,2,1,0,0,0,0,0,0,0,0,1,16,0.8205128205128205,0,6,0
2297,금촌119안전센터(3),2022-06-13 01:00:00,30,3601,1049,1,18.0,1,0,0,0,0,0,0,0,0,0,0,16,0.8888888888888888,1,6,0
2298,금촌119안전센터(3),2022-06-13 02:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,2,6,0
2299,금촌119안전센터(3),2022-06-13 03:00:00,30,3600,1050,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,3,6,0
2300,금촌119안전센터(3),2022-06-13 04:00:00,30,3600,1051,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,4,6,0
2301,금촌119안전센터(3),2022-06-13 05:00:00,30,3600,1050,1,0.0,1,0,0,0,0,0,0,0,0,0,0,16,0.0,5,6,0
2302,금촌119안전센터(3),2022-06-13 06:00:00,30,3603,1045,2,23.0,1,1,0,0,0,0,0,0,0,0,0,16,0.6956521739130435,6,6,0
2303,금촌119안전센터(3),2022-06-13 07:00:00,30,3606,1054,21,18.92857143,20,0,0,1,3,1,1,0,0,1,0,16,0.8452830188041295,7,6,0
2304,금촌119안전센터(3),2022-06-13 08:00:00,30,3595,1079,68,17.3,65,0,0,4,16,3,4,2,0,6,0,16,0.9248554913294798,8,6,0
2305,금촌119안전센터(3),2022-06-13 09:00:00,30,3599,1069,22,18.4,20,0,0,1,9,1,2,0,0,2,1,16,0.8695652173913044,9,6,0
2306,금촌119안전센터(3),2022-06-13 10:00:00,30,3601,1055,19,18.875,19,0,0,1,1,0,0,1,0,1,0,16,0.847682119205298,10,6,0
2307,금촌119안전센터(3),2022-06-13 11:00:00,30,3603,1056,28,17.35,26,2,0,1,2,0,1,1,0,2,0,16,0.9221902017291066,11,6,0
2308,금촌119안전센터(3),2022-06-13 12:00:00,30,3596,1065,33,18.63636364,28,2,0,2,12,2,1,1,1,3,0,16,0.8585365851983344,12,6,0
2309,금촌119안전센터(3),2022-06-13 13:00:00,30,3610,1077,37,17.22727273,35,1,0,2,3,1,0,2,1,3,0,16,0.9287598943120697,13,6,0
2310,금촌119안전센터(3),2022-06-13 14:00:00,30,3591,1052,10,13.8,10,0,0,0,0,0,0,0,0,0,0,16,1.159420289855073,14,6,0
2311,금촌119안전센터(3),2022-06-13 15:00:00,30,3600,1059,12,15.66666667,12,0,0,1,1,0,0,0,1,1,0,16,1.021276595527388,15,6,0
2312,금촌119안전센터(3),2022-06-13 16:00:00,30,3600,1055,12,15.0,12,0,0,1,2,0,0,1,0,1,0,16,1.066666666666667,16,6,0
2313,금촌119안전센터(3),2022-06-13 17:00:00,30,3600,1069,51,16.55,46,0,0,2,16,3,3,1,0,4,0,16,0.9667673716012084,17,6,0
2314,금촌119안전센터(3),2022-06-13 18:00:00,30,3601,1047,47,16.15,47,0,0,0,0,0,1,3,0,4,0,16,0.9907120743034057,18,6,0
2315,금촌119안전센터(3),2022-06-13 19:00:00,30,3604,1056,31,18.38888889,26,0,0,2,9,3,1,1,0,2,0,16,0.8700906343885141,19,6,0
2316,금촌119안전센터(3),2022-06-13 20:00:00,30,3598,1057,30,18.8,29,0,0,2,5,1,2,0,0,2,0,16,0.851063829787234,20,6,0
2317,금촌119안전센터(3),2022-06-13 21:00:00,30,3601,1051,13,20.625,13,0,0,0,0,0,0,0,0,0,0,16,0.7757575757575758,21,6,0
2318,금촌119안전센터(3),2022-06-13 22:00:00,30,3599,1053,16,18.28571429,15,1,0,0,0,0,3,1,0,4,0,16,0.8749999997949218,22,6,0
2319,금촌119안전센터(3),2022-06-13 23:00:00,30,3600,1050,12,18.8,12,0,0,0,0,0,3,0,0,3,0,16,0.851063829787234,23,6,0
2320,금촌119안전센터(3),2022-06-14 00:00:00,30,3601,1051,5,20.0,4,1,0,0,0,0,0,1,0,1,0,16,0.8,0,6,1
2321,금촌119안전센터(3),2022-06-14 01:00:00,30,3601,1042,2,14.0,2,0,0,0,0,0,0,0,0,0,0,16,1.142857142857143,1,6,1
2322,금촌119안전센터(3),2022-06-14 02:00:00,30,3600,1051,1,0.0,0,1,0,0,0,0,0,1,0,1,0,16,0.0,2,6,1
2323,금촌119안전센터(3),2022-06-14 03:00:00,30,3600,1061,1,0.0,0,1,0,1,9,0,0,0,0,0,1,16,0.0,3,6,1
2324,금촌119안전센터(3),2022-06-14 04:00:00,30,3600,1052,2,20.0,1,1,0,1,1,0,0,0,0,0,0,16,0.8,4,6,1
2325,금촌119안전센터(3),2022-06-14 05:00:00,30,3600,1064,4,16.66666667,2,1,0,2,10,1,0,0,0,0,0,16,0.9599999998079999,5,6,1
